문장,분류,인식,기대
15일 부동산114 조사에 따르면 이번주 서울 아파트값은 지난주 대비 0.02% 올랐다.,15,2,0
"한파와 폭설로 산지재배가 어려움을 격고 있어 배추는 10킬로그램에 만 3천 원으로 지난해 이맘때보다 4배, 당근 역시 20킬로그램에 8만 9천 원으로 3배 이상 값이 뛰고있다.",2,3,0
"지디넷은 ""G8X와 듀얼 스크린을 사용해 본 결과, 경쟁사의 플래그십 제품보다 더 낮은 가격을 갖췄지만, 생산성은 훨씬 높은 플랫폼이라고 확신하게 됐다""고 평가했다.",10,0,0
"이렇게 되면 소주와 맥주 편의점 판매가격이 각각 110원, 150원 인상된 1450원, 1690원으로 예상된다.",3,0,3
특히 최근 국제 원자재 가격 폭등세로 안정적 부품 수급 문제가 현안으로 떠오르면서 델 회장이 국내 부품공급 업체들을 직접 방문했다는 분석이다.,14,3,0
소주가격에 대한 변화 가능성에 대해서는 60.3%의 응답자들이 `소주 가격이 현행대로 유지될 것이다`고 예상했다.,3,0,2
"오는 18일까지 ‘포인포’, ‘치크’ 등 인기 아동복 브랜드 전 품목을 최대 60% 인하된 가격에 제안한다.",4,1,0
"동영상 뉴스 저도 얼마 전 등산복 하나 사러 갔다가 깜짝 놀란 적이 있는데요, 옷이며 용품이며, 가격표에 예상했던 것보다 0하나 더 붙어 있는 경우가 있죠?",4,3,0
"가파치 핸드백, 디바인햇 팬츠, 하나비 보정속옷 등도 1~2만원 인하된 가격으로 선보인다.",4,1,0
먼저 신세계백화점이 직접 만든 란제리 브랜드인 '언컷'에서는 17일까지 여성 속옷을 50% 할인된 가격으로 선보인다.,4,1,0
"""옷이나 가방, 신발 등 영국에서 생산된 제품도 해외직구를 할 경우 파운드화 폭락에 따라 곧 가격이 내려갈 거란 전망입니다.",4,0,1
"박영주 우리투자증권 애널리스트는 ""적어도 7월까지는 LCD 제품 판매가격이 상승세를 이어갈 전망""이라며 ""삼성전자 LCD사업부와 LG디스플레이는 2분기에 각각 1480억원, 1280억원 흑자로 돌아설 전망""이라고 말했다.",17,3,3
"이미 2~3월 사이 봄 시즌 의류가격이 10% 가량 급등했으며, 하반기로 갈수록 옷값 상승폭이 더 커질 것으로 예상되고 있다.",4,3,3
중국의 철강 생산과 재고량이 늘면서 원자재 값은 하루가 다르게 올라가는 반면 판매가는 더 떨어질 위기에 처해서다.,14,3,3
"도매시장 평균 가격을 따져보니 배추는 지난해에 비해 58%나 폭락했고, 무는 40%, 양파는 68%나 값이 떨어졌습니다.",2,1,0
계속되는 폭염으로 전력수요가 급증하자 신재생에너지 태양광 의무발전사들이 민간 생산 전기 구매에 관심을 갖게 됐고 때마침 투자 저해 요인으로 지목됐던 비싼 임대료와 태양광 모듈가격이 떨어지면서 투자환경이 좋아졌다는 것이다.,17,1,0
"21세기 들어 집값이 폭등한 유럽의 여러 나라들에서는 이 수치가 50% 안팎이고, 스페인의 경우 80%에 이르기도 한다.",16,3,0
"롯데마트, 할인행사로 ""4월 식탁물가 잡는다""",1,1,0
"입장권 예매 가격은 일반 8천원, 청소년 6천원, 어린이 2천원이다.",10,0,0
‘부르는 게 값’이라는 말이 나올 만하다.,0,3,0
"회사 관계자는 ""비궁은 세계 시장에서도 우수한 성능과 높은 가격 경쟁력을 인정받고 있어 향후 수출 가능성이 매우 높다""며 ""이번 초도 양산 계약을 시작으로 최고 품질의 제품을 생산해 유도무기 명가로서의 위상을 이어가겠다""고 말했다.",17,0,0
올해도 4-7% 정도의 요금인하가 예상되는 가운데 투자액도 10% 정도 줄일 계획이다.,0,0,1
6일 서울 양재동 화훼공판장에 따르면 본격적인 결혼 각종 행사 등으로 가격이 오른 꽃값은 이달 들어 막바지 산지재배 물량이 쏟아져 나왔으나 수요가 없어 장미 등 주요화훼가격이 일제히 내림세를 보였다.,10,3,1
중앙과 함께 지방정부도 6·2 지방선거가 끝난 뒤 기다렸다는 듯이 공공요금을 올렸다.,5,3,0
"보통 골프회원권의 시세에 가장 큰 영향을 미치는 요소는 여러 가지가 있지만 그중에서도 주말예약률, 접근성, 코스레이아웃을 3대 가격결정 요인으로 꼽는다.",10,0,0
하반기로 갈수록 옷값 상승폭이 더 커질 것으로 예상되고 있다.,4,3,3
이런 분위기라면 이달 안에 국내 기름값도 '가랑비에 옷젖기식' 상승세를 멈추고 하락세로 전환할 가능성이 나오고 있다.,8,3,1
"따라서 미국의 월마트, JC페니와 갭 같은 유통이나 의류업체들이 옷값을 올릴 것으로 전망되고 있다.",4,0,3
◇옷ㆍ 가구는 영향 없을듯 = 우리나라 옷 값이 부담스러운 소비자들에게는 안타까운 일이지만 한미 FTA로 인해 미국 브랜드 옷을 싸게 살 수 있게 되는 일은 크게 기대할 수 없어 보인다.,4,0,2
브랜드를 없애 옷값의 거품을 뺀 대신 길거리에 파는 일반 보세의류 보다 품질은 좋은 일본 '무인양품'점이 연말께 국내에 첫 선을 보인다.,4,0,1
"이 경우 독점 수입으로 고가를 유지하는 아동복과 신발, 캠핑용품의 판매가격이 평균 10~20% 인하될 것으로 기대하고 있다.",4,0,1
중국산 의류ㆍ신발ㆍ가방ㆍ기계전기 제품 수출가격이 7월부터 4~8% 인상될 가능성이 높은 것으로 예상된다.,4,0,3
"하지만, 지난달 미국의 의류가격은 1년 전보다 1% 상승했고 미 의류신발협회는 올가을까지 가격이 4∼6%가량 인상될 것으로 전망했다.",4,3,3
"이마트 관계자는 ""해외 소싱을 통해 정사가 5만 원대 아이언을 파격적인 가격에 선보인다""며 ""품질도 뛰어난데다 물량도 2만개 정도 넉넉하게 준비했다""고 말했다.",10,1,0
"동영상 뉴스 ""지진ㆍ고물가에도 2분기 소비시장 '맑음'"" = 앵커) 소매유통업체를 대상으로 한 조사 에서 1분기 소매 경기가 2분기엔 나아질 것이라는 결과가 나왔습니다.",1,3,0
국제 유가 상승으로 국내 휘발유 가격이 21주 연속 올랐다.,8,3,0
◆ 백화점 가격과 같은 대형마트 행사가격= 신세계 이마트는 지난 21일 신문광고 등을 통해 이날부터 2주간 국내외 30여 개 유명 주방용품을 최대 60% 할인된 가격에 선보인다고 광고했다.,6,1,0
"서울 소공동점이 이날 하루 잡화, 패션, 식품, 주방용품 등 120여개 브랜드 제품가격을 최대 80% 낮춘 이른바 ‘눈물의 땡처리’였지만 기대만큼 매출이 따라주지 않은 것이다.",4,1,0
"민상일 한화증권 연구원도 ""인터넷, 웹젠 관련주들의 주가가 최근 급등으로 오를만큼 올랐다""면서 ""유동성확충 등 본질적인 상승모멘텀이 더해지지 않는 한 가격메리트가 소멸되면서 지지부진한 흐름을 보일 것""이라고 전망했다.",16,3,2
프리미엄 세탁세제 및 주방세제를 판매하는 르주르가 명절을 맞이하여 할인된 가격으로 추석선물세트를 선보인다.,6,1,0
가격은 7천개 한정 4900원.18일에는 최근 이색 아이디어 주방용품으로 화제가 된 ‘풍차수박칼’을 선보인다.,6,0,0
"삼성증권은 10일 ""항공수요는 가장 중요한 수익변수로 이번 항공요금 인상이 대부분 반영된다고 가정할 경우 연간 수익증가효과는 대한항공과 아시아나항공의 경우 각각 721억원과 460억원 이상으로 유류비용 증가상쇄에 도움을 줄 것""이라고 전망했다.",7,0,3
D램 시장 약세에도 그래픽 D램 가격은 상승세,17,2,0
© 뉴스1 백운석 기자 = 대전·충남의 아파트 매매와 전세 가격은 추석 연휴를 포함 9월의 셋째·넷째 주에도 좀처럼 꺾일 줄 모른 채 상승곡선을 이어갔다.,5,3,3
"항공권 값은 비수기보다 비쌌지만, 숙소를 저렴한 비즈니스호텔로 잡아 최대한 비용을 줄였다.",12,0,0
강남점은 11∼17일 가구 전문 브랜드 '아피나' 매장에 진열된 식탁과 소파를 50% 할인된 가격에 선보인다.,6,1,0
이번 요금조정으로 도시가스를 사용하는 약 1660만 가구가 혜택을 볼 전망이다.,5,1,0
이번 대책으로 수요위축에 따른 거래부진 등으로 당분간 주택가격이 하락할 것이라는 데에 이견을 제시하는 사람은 많지 않다.,15,0,1
"소장님도 이 단독주택 공시가격 현실화, 필요한 부분이라고 보시죠?◆ 이제문> 저도 항상 현실화해야 한다는 주장을 많이 했었고요.",15,0,0
인도 중앙은행 부총재인 라케시 모한은 13일 인도 중앙은행이 인플레이션을 완화하기 위해 모든 정책 도구들을 사용할 계획이라고 이 같이 말했다.,1,3,0
업계 1위인 한샘의 이 같은 결정으로 가격 인상 바람이 가구업계 전반으로 확산할 것으로 전망된다.,6,3,3
도시가스 요금 인하 이번 조치로 도시가스를 사용하는 약 1660만 가구의 가구당 평균 요금은 현재보다 매월 3300원이 절감될 것으로 예상된다.,5,1,0
전국 아파트 매매가격 상승세가 둔화되면서 전월보다는 지수가 낮아졌지만 여전히 100 이상으로 가격 상승을 예상하는 가구가 더 많은 것으로 나타났다.,15,1,3
저렴한 가격에 간편하게 식사를 때우려는 1인 가구가 늘어났기 때문인 것으로 보인다.,0,0,0
홈플러스는 휴가시즌이 시작에 맞춰 패션모자 300여종을 저렴한 가격에 선보인다고 26일 밝혔다.,4,1,0
"아직 닷새나 남아 있어, 이 둥근 모자의 가격은 더 올라갈 것으로 보인다.",4,3,3
크리스 버틀러 최고경영자는 지난 9월에도 “트리와 화환 및 기타 연휴용 물품 가격을 25% 인상할 것”이라며 “올 연말에는 크리스마스 용품이 모자라 가격이 더 오를 것”이라 경고한 바 있다.,6,3,0
"브랜드 용품 특가전에서는 골프공을 비롯, 캐디백, 골프화, 옷가방, 모자, 장갑, 양말 등이 10%에서부터 최대 70%까지 할인된 가격에 선보인다.",10,1,0
지난 6월29일 리터당 1584.88원이던 전국 평균 휘발유 가격은 이날까지 49일 연속 하락했다.,8,1,0
"""주택가격 상승·하락 전망 팽팽…전·월세는 상승 우세""",5,0,3
국내 준중형 차량 가운데 가장 비싼 한국GM 크루즈 LTZ+의 가격은 2337만원이다.,7,0,0
"‘기간 한정 특가’로 삼성전자, LG전자와 함께 현대리바트, 삼익가구, 씰리 등 가구 브랜드 인기 상품을 최대 20% 할인된 가격에 선보인다.",6,1,0
티몬은 대표적인 추석 선물인 안마의자를 대폭 할인된 가격에 선보인다.,6,1,0
"이 관계자는 ""리베이트 관행은 의약품 거래의 철저한 '갑을 관계' 때문에 발생하는 것""이라며 ""정부가 진심으로 리베이트로 인한 약값 거품을 제거하겠다는 의지가 있다면 강력한 단속과 함께 받는 쪽에 대한 실효성 있는 제재가 따라야 할 것""이라고 강조했다.",7,0,0
"이밖에 섬유제품, 의약품, 화장품 및 기타공업제품 가격은 내수부진으로 상승률이 높지 않을 것으로 예상된다.",1,2,2
"박성민 11번가 플랫폼제휴팀장은 ""단통법 시행 후 중고폰이나 공기계로 통신서비스에 가입하면 요금 할인 등을 받을 수 있어 알뜰 고객 수요가 급증하고 있다""며 ""올해1∼11월 11번가 중고폰 매출은 지난해 같은 기간보다 180% 증가했다""고 말했다.",9,0,0
트라고 엑시언트의 판매가격은 트랙터 기준으로 1억3천700만∼1억4천500만원이다.,8,0,0
"☞ 고물가...8월 소매판매액 10.5% 증가 ☞ 재정부 차관, ""4% 중반 물가전망 수정 없어"" ☞ 이성태, ""하반기물가 예측보다 더 오를수 있어"" ☞ 물가 비싼 나라, 한국!",1,0,3
세계 패널시장을 이끄는 LG디스플레이와 삼성디스플레이는 LCD 패널가격이 상승세로 돌아서면서 상반기 경영난에서 탈출해 3.4분기에는 큰폭의 실적 개선이 가능할 것으로 보고 있다.,17,3,0
K-9 대당 가격은 약 40억 정도이고 K-10은 20억 정도 하는데 정부물량의 경우 현재 미교체 견인포 5000문이 지속적으로 K-9으로 교체되고 K-10이 전군에 보급된다고 가정하면 매출은 급격하게 증가할 전망이다.,0,0,0
이대희 기획재정부 물가정책과장은 “4월 소비자물가가 전년동월대비 상승률이 소폭 증가한 것은 지난해 4월 물가가 예년보다 안정된데 따른 기저효과 때문”이라며 “물가는 당분간 1%대의 안정세를 지속할 것”이라고 전망했다.,1,3,2
"클리베는 가격이 88원대로, 가정용 음식물 처리기로는 기존 제품들과 비교할 때 비싼 편이지만 출시가 시작된 지난달에만 1만5천대가 판매됐고 이달에도 2만대가량 팔릴 것으로 예상되고 있다.",6,0,0
전쟁이 장기전으로 돌입하지 않을 것이라는 가정 하에 향후 유가와 금값반전과 함께 나타날 안도랠리 가능성도 고려해야 할 것이다.,14,3,1
"농업관측센터는 ""추석 성수기 한우 도축 마릿수가 늘어난다고 해도 도매가격은 지난해와 평년보다 올라갈 전망""이라며 ""코로나19로 인한 가정 내 소비가 계속되고 있는 데다가 국민지원금 지급이 추가로 가격을 올리는 변수가 될 수 있다""고 예측했다.",2,0,3
